COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Glenn,2019,Total population,All ages,All ages,118,39.6,
Humboldt,2019,Total population,All ages,All ages,614,48,
Imperial,2019,Total population,All ages,All ages,"1,198",60.2,
Inyo,2019,Total population,All ages,All ages,93,58.1,
Kern,2019,Total population,All ages,All ages,"4,285",46.1,
Kings,2019,Total population,All ages,All ages,753,47.9,
Lake,2019,Total population,All ages,All ages,510,89.8,
Lassen,2019,Total population,All ages,All ages,102,35.2,
Los Angeles,2019,Total population,All ages,All ages,"46,804",47.1,
Madera,2019,Total population,All ages,All ages,781,49.1,
Marin,2019,Total population,All ages,All ages,540,22.6,
Mariposa,2019,Total population,All ages,All ages,63,37.1,
Mendocino,2019,Total population,All ages,All ages,489,60,
Merced,2019,Total population,All ages,All ages,"1,690",59.4,
Modoc,2019,Total population,All ages,All ages,67,90.8,
Mono,2019,Total population,All ages,All ages,51,46.5,
Monterey,2019,Total population,All ages,All ages,"1,634",36.4,
Napa,2019,Total population,All ages,All ages,497,36.8,
Nevada,2019,Total population,All ages,All ages,218,27.2,
Orange,2019,Total population,All ages,All ages,"8,321",26.9,
Placer,2019,Total population,All ages,All ages,"1,038",29.8,
Plumas,2019,Total population,All ages,All ages,86,53.4,
Riverside,2019,Total population,All ages,All ages,"9,257",39,
Sacramento,2019,Total population,All ages,All ages,"9,011",59.4,
San Benito,2019,Total population,All ages,All ages,341,60.6,
San Bernardino,2019,Total population,All ages,All ages,"10,902",49.5,
San Diego,2019,Total population,All ages,All ages,"9,873",29.8,
San Francisco,2019,Total population,All ages,All ages,"2,673",33.2,
San Joaquin,2019,Total population,All ages,All ages,"4,390",57.9,
San Luis Obispo,2019,Total population,All ages,All ages,764,31.1,
San Mateo,2019,Total population,All ages,All ages,"1,987",25.9,
Santa Barbara,2019,Total population,All ages,All ages,"1,228",27.8,
Santa Clara,2019,Total population,All ages,All ages,"4,655",23.9,
Santa Cruz,2019,Total population,All ages,All ages,797,29.4,
Shasta,2019,Total population,All ages,All ages,632,39.8,
Sierra,2019,Total population,All ages,All ages,7,,Rate not available due to statistical instability
Siskiyou,2019,Total population,All ages,All ages,148,40.4,
Solano,2019,Total population,All ages,All ages,"2,992",70.1,
Sonoma,2019,Total population,All ages,All ages,"1,489",31.5,
Stanislaus,2019,Total population,All ages,All ages,"2,892",52,
Sutter,2019,Total population,All ages,All ages,274,27.8,
Tehama,2019,Total population,All ages,All ages,274,47,
Trinity,2019,Total population,All ages,All ages,48,43,
Tulare,2019,Total population,All ages,All ages,"1,996",40.2,
Tuolumne,2019,Total population,All ages,All ages,186,44,
Ventura,2019,Total population,All ages,All ages,"2,413",29.8,
Yolo,2019,Total population,All ages,All ages,743,34.5,
Yuba,2019,Total population,All ages,All ages,328,42.3,
California,2019,Child vs. adult,0–17 years,0–17 years,"58,467",63.4,
Alameda,2019,Child vs. adult,0–17 years,0–17 years,"2,318",65.9,
Alpine,2019,Child vs. adult,0–17 years,0–17 years,0,0,
Amador,2019,Child vs. adult,0–17 years,0–17 years,43,78.7,
Butte,2019,Child vs. adult,0–17 years,0–17 years,196,42.8,
Calaveras,2019,Child vs. adult,0–17 years,0–17 years,64,92.4,
Colusa,2019,Child vs. adult,0–17 years,0–17 years,42,70.8,
Contra Costa,2019,Child vs. adult,0–17 years,0–17 years,"1,960",79.7,
Del Norte,2019,Child vs. adult,0–17 years,0–17 years,34,58.7,
El Dorado,2019,Child vs. adult,0–17 years,0–17 years,137,42,
Fresno,2019,Child vs. adult,0–17 years,0–17 years,"3,586",125.9,
Glenn,2019,Child vs. adult,0–17 years,0–17 years,51,69.6,
Humboldt,2019,Child vs. adult,0–17 years,0–17 years,129,45.2,
Imperial,2019,Child vs. adult,0–17 years,0–17 years,621,111.7,
Inyo,2019,Child vs. adult,0–17 years,0–17 years,34,85,
Kern,2019,Child vs. adult,0–17 years,0–17 years,"1,802",70,
Kings,2019,Child vs. adult,0–17 years,0–17 years,376,82.2,
Lake,2019,Child vs. adult,0–17 years,0–17 years,125,90.8,
Lassen,2019,Child vs. adult,0–17 years,0–17 years,17,33,
Los Angeles,2019,Child vs. adult,0–17 years,0–17 years,"17,185",75.2,
Madera,2019,Child vs. adult,0–17 years,0–17 years,441,105.1,
Marin,2019,Child vs. adult,0–17 years,0–17 years,156,32.1,
Mariposa,2019,Child vs. adult,0–17 years,0–17 years,11,,Rate not available due to statistical instability
Mendocino,2019,Child vs. adult,0–17 years,0–17 years,124,65,
Merced,2019,Child vs. adult,0–17 years,0–17 years,728,91.6,
Modoc,2019,Child vs. adult,0–17 years,0–17 years,13,73.7,
Mono,2019,Child vs. adult,0–17 years,0–17 years,19,72.9,
Monterey,2019,Child vs. adult,0–17 years,0–17 years,681,58.6,
Napa,2019,Child vs. adult,0–17 years,0–17 years,149,53.5,
Nevada,2019,Child vs. adult,0–17 years,0–17 years,55,35.1,
Orange,2019,Child vs. adult,0–17 years,0–17 years,"3,092",43.4,
Placer,2019,Child vs. adult,0–17 years,0–17 years,342,47.2,
Plumas,2019,Child vs. adult,0–17 years,0–17 years,13,41.8,
Riverside,2019,Child vs. adult,0–17 years,0–17 years,"3,360",56.3,
Sacramento,2019,Child vs. adult,0–17 years,0–17 years,"2,696",74.4,
San Benito,2019,Child vs. adult,0–17 years,0–17 years,116,83.5,
San Bernardino,2019,Child vs. adult,0–17 years,0–17 years,"3,746",64.8,
San Diego,2019,Child vs. adult,0–17 years,0–17 years,"3,750",45.8,
San Francisco,2019,Child vs. adult,0–17 years,0–17 years,812,57.3,
San Joaquin,2019,Child vs. adult,0–17 years,0–17 years,"1,525",76,
San Luis Obispo,2019,Child vs. adult,0–17 years,0–17 years,242,47.6,
San Mateo,2019,Child vs. adult,0–17 years,0–17 years,547,33.5,
Santa Barbara,2019,Child vs. adult,0–17 years,0–17 years,419,40.7,
Santa Clara,2019,Child vs. adult,0–17 years,0–17 years,"1,343",30,
Santa Cruz,2019,Child vs. adult,0–17 years,0–17 years,224,37,
Shasta,2019,Child vs. adult,0–17 years,0–17 years,169,45,
Sierra,2019,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2019,Child vs. adult,0–17 years,0–17 years,41,47.6,
Solano,2019,Child vs. adult,0–17 years,0–17 years,931,93.5,
Sonoma,2019,Child vs. adult,0–17 years,0–17 years,411,43.3,
Stanislaus,2019,Child vs. adult,0–17 years,0–17 years,"1,076",73.3,
Sutter,2019,Child vs. adult,0–17 years,0–17 years,98,39.3,
Tehama,2019,Child vs. adult,0–17 years,0–17 years,102,66.8,
Trinity,2019,Child vs. adult,0–17 years,0–17 years,14,59.8,
Tulare,2019,Child vs. adult,0–17 years,0–17 years,954,66.9,
Tuolumne,2019,Child vs. adult,0–17 years,0–17 years,63,75.4,
Ventura,2019,Child vs. adult,0–17 years,0–17 years,908,47,
Yolo,2019,Child vs. adult,0–17 years,0–17 years,224,43.7,
Yuba,2019,Child vs. adult,0–17 years,0–17 years,95,44.1,
California,2019,Child vs. adult,18+ years,18+ years,"106,982",35.4,
Alameda,2019,Child vs. adult,18+ years,18+ years,"5,130",38.9,
Alpine,2019,Child vs. adult,18+ years,18+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Amador,2019,Child vs. adult,18+ years,18+ years,126,44.3,
Butte,2019,Child vs. adult,18+ years,18+ years,557,33,
Calaveras,2019,Child vs. adult,18+ years,18+ years,135,46.5,
Colusa,2019,Child vs. adult,18+ years,18+ years,61,36.5,
Contra Costa,2019,Child vs. adult,18+ years,18+ years,"3,950",45.3,
Del Norte,2019,Child vs. adult,18+ years,18+ years,83,45.5,
El Dorado,2019,Child vs. adult,18+ years,18+ years,402,30.8,
Fresno,2019,Child vs. adult,18+ years,18+ years,"3,006",41.4,
Glenn,2019,Child vs. adult,18+ years,18+ years,67,29.2,
Humboldt,2019,Child vs. adult,18+ years,18+ years,485,48.9,
Imperial,2019,Child vs. adult,18+ years,18+ years,577,42.3,
Inyo,2019,Child vs. adult,18+ years,18+ years,59,48.7,
Kern,2019,Child vs. adult,18+ years,18+ years,"2,483",37.8,
Kings,2019,Child vs. adult,18+ years,18+ years,377,36,
Lake,2019,Child vs. adult,18+ years,18+ years,385,89.5,
Lassen,2019,Child vs. adult,18+ years,18+ years,85,36,
Los Angeles,2019,Child vs. adult,18+ years,18+ years,"29,619",37.3,
Madera,2019,Child vs. adult,18+ years,18+ years,340,29.7,
Marin,2019,Child vs. adult,18+ years,18+ years,384,19.3,
Mariposa,2019,Child vs. adult,18+ years,18+ years,52,36.4,
Mendocino,2019,Child vs. adult,18+ years,18+ years,365,58.3,
Merced,2019,Child vs. adult,18+ years,18+ years,962,48.2,
Modoc,2019,Child vs. adult,18+ years,18+ years,54,96.7,
Mono,2019,Child vs. adult,18+ years,18+ years,32,37.3,
Monterey,2019,Child vs. adult,18+ years,18+ years,953,28.7,
Napa,2019,Child vs. adult,18+ years,18+ years,348,31,
Nevada,2019,Child vs. adult,18+ years,18+ years,163,24.4,
Orange,2019,Child vs. adult,18+ years,18+ years,"5,229",21.2,
Placer,2019,Child vs. adult,18+ years,18+ years,696,23.8,
Plumas,2019,Child vs. adult,18+ years,18+ years,73,57.4,
Riverside,2019,Child vs. adult,18+ years,18+ years,"5,897",32.9,
Sacramento,2019,Child vs. adult,18+ years,18+ years,"6,315",54.2,
San Benito,2019,Child vs. adult,18+ years,18+ years,225,52.6,
San Bernardino,2019,Child vs. adult,18+ years,18+ years,"7,156",44.2,
San Diego,2019,Child vs. adult,18+ years,18+ years,"6,123",24.3,
San Francisco,2019,Child vs. adult,18+ years,18+ years,"1,861",24.9,
San Joaquin,2019,Child vs. adult,18+ years,18+ years,"2,865",51.6,
San Luis Obispo,2019,Child vs. adult,18+ years,18+ years,522,25.4,
San Mateo,2019,Child vs. adult,18+ years,18+ years,"1,440",23.2,
Santa Barbara,2019,Child vs. adult,18+ years,18+ years,809,23.4,
Santa Clara,2019,Child vs. adult,18+ years,18+ years,"3,312",21.7,
Santa Cruz,2019,Child vs. adult,18+ years,18+ years,573,26.7,
Shasta,2019,Child vs. adult,18+ years,18+ years,463,38.1,
Sierra,2019,Child vs. adult,18+ years,18+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2019,Child vs. adult,18+ years,18+ years,107,37.9,
Solano,2019,Child vs. adult,18+ years,18+ years,"2,061",61.9,
Sonoma,2019,Child vs. adult,18+ years,18+ years,"1,078",27.4,
Stanislaus,2019,Child vs. adult,18+ years,18+ years,"1,816",44.6,
Sutter,2019,Child vs. adult,18+ years,18+ years,176,23.8,
Tehama,2019,Child vs. adult,18+ years,18+ years,172,40.2,
Trinity,2019,Child vs. adult,18+ years,18+ years,34,37.1,
Tulare,2019,Child vs. adult,18+ years,18+ years,"1,042",31,
Tuolumne,2019,Child vs. adult,18+ years,18+ years,123,33,
Ventura,2019,Child vs. adult,18+ years,18+ years,"1,505",23.9,
Yolo,2019,Child vs. adult,18+ years,18+ years,519,31.3,
Yuba,2019,Child vs. adult,18+ years,18+ years,233,41.6,
California,2019,Age groups,0–4 years,0–4 years,"18,905",77,
Alameda,2019,Age groups,0–4 years,0–4 years,821,84.5,
Alpine,2019,Age groups,0–4 years,0–4 years,0,0,
Amador,2019,Age groups,0–4 years,0–4 years,17,110.9,
Butte,2019,Age groups,0–4 years,0–4 years,86,70.2,
Calaveras,2019,Age groups,0–4 years,0–4 years,21,115.5,
Colusa,2019,Age groups,0–4 years,0–4 years,14,90.1,
Contra Costa,2019,Age groups,0–4 years,0–4 years,649,100,
Del Norte,2019,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2019,Age groups,0–4 years,0–4 years,52,65.8,
Fresno,2019,Age groups,0–4 years,0–4 years,"1,330",173.8,
Glenn,2019,Age groups,0–4 years,0–4 years,19,98.8,
Humboldt,2019,Age groups,0–4 years,0–4 years,39,52.3,
Imperial,2019,Age groups,0–4 years,0–4 years,121,75.6,
Inyo,2019,Age groups,0–4 years,0–4 years,13,129.2,
Kern,2019,Age groups,0–4 years,0–4 years,619,89.1,
Kings,2019,Age groups,0–4 years,0–4 years,136,119.5,
Lake,2019,Age groups,0–4 years,0–4 years,35,95.6,
Lassen,2019,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2019,Age groups,0–4 years,0–4 years,"5,401",88.5,
Madera,2019,Age groups,0–4 years,0–4 years,168,149.5,
Marin,2019,Age groups,0–4 years,0–4 years,52,45.4,
Mariposa,2019,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2019,Age groups,0–4 years,0–4 years,50,99.5,
Merced,2019,Age groups,0–4 years,0–4 years,221,107.1,
Modoc,2019,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2019,Age groups,0–4 years,0–4 years,11,,Rate not available due to statistical instability
Monterey,2019,Age groups,0–4 years,0–4 years,192,61.2,
Napa,2019,Age groups,0–4 years,0–4 years,55,76.3,
Nevada,2019,Age groups,0–4 years,0–4 years,22,53.6,
Orange,2019,Age groups,0–4 years,0–4 years,"1,055",56.2,
Placer,2019,Age groups,0–4 years,0–4 years,118,62.9,
Plumas,2019,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2019,Age groups,0–4 years,0–4 years,967,61.7,
Sacramento,2019,Age groups,0–4 years,0–4 years,811,82.7,
San Benito,2019,Age groups,0–4 years,0–4 years,29,78,
San Bernardino,2019,Age groups,0–4 years,0–4 years,"1,023",67.3,
San Diego,2019,Age groups,0–4 years,0–4 years,"1,414",64.1,
San Francisco,2019,Age groups,0–4 years,0–4 years,344,78.8,
San Joaquin,2019,Age groups,0–4 years,0–4 years,495,94.1,
San Luis Obispo,2019,Age groups,0–4 years,0–4 years,64,48.6,
San Mateo,2019,Age groups,0–4 years,0–4 years,208,46.4,
Santa Barbara,2019,Age groups,0–4 years,0–4 years,85,30.5,
Santa Clara,2019,Age groups,0–4 years,0–4 years,463,39.2,
Santa Cruz,2019,Age groups,0–4 years,0–4 years,65,43.1,
Shasta,2019,Age groups,0–4 years,0–4 years,49,49.1,
Sierra,2019,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2019,Age groups,0–4 years,0–4 years,14,62.6,
Solano,2019,Age groups,0–4 years,0–4 years,295,111.9,
Sonoma,2019,Age groups,0–4 years,0–4 years,121,47.7,
Stanislaus,2019,Age groups,0–4 years,0–4 years,275,70.3,
Sutter,2019,Age groups,0–4 years,0–4 years,36,52.7,
Tehama,2019,Age groups,0–4 years,0–4 years,26,60.2,
Trinity,2019,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2019,Age groups,0–4 years,0–4 years,375,101.4,
Tuolumne,2019,Age groups,0–4 years,0–4 years,17,76.9,
Ventura,2019,Age groups,0–4 years,0–4 years,277,55.4,
Yolo,2019,Age groups,0–4 years,0–4 years,63,50.6,
Yuba,2019,Age groups,0–4 years,0–4 years,33,56.8,
California,2019,Age groups,5–17 years,5–17 years,"39,562",58.4,
Alameda,2019,Age groups,5–17 years,5–17 years,"1,497",59.1,
Alpine,2019,Age groups,5–17 years,5–17 years,0,0,
Amador,2019,Age groups,5–17 years,5–17 years,26,66.9,
Butte,2019,Age groups,5–17 years,5–17 years,110,32.8,
Calaveras,2019,Age groups,5–17 years,5–17 years,43,84,
Colusa,2019,Age groups,5–17 years,5–17 years,28,63.8,
Contra Costa,2019,Age groups,5–17 years,5–17 years,"1,311",72.3,
Del Norte,2019,Age groups,5–17 years,5–17 years,29,68.3,
El Dorado,2019,Age groups,5–17 years,5–17 years,85,33.3,
Fresno,2019,Age groups,5–17 years,5–17 years,"2,256",108.4,
Glenn,2019,Age groups,5–17 years,5–17 years,32,58.9,
Humboldt,2019,Age groups,5–17 years,5–17 years,90,42.6,
Imperial,2019,Age groups,5–17 years,5–17 years,500,125,
Inyo,2019,Age groups,5–17 years,5–17 years,21,68.8,
Kern,2019,Age groups,5–17 years,5–17 years,"1,183",63,
Kings,2019,Age groups,5–17 years,5–17 years,240,68.6,
Lake,2019,Age groups,5–17 years,5–17 years,90,89,
Lassen,2019,Age groups,5–17 years,5–17 years,15,40.1,
Los Angeles,2019,Age groups,5–17 years,5–17 years,"11,784",70.4,
Madera,2019,Age groups,5–17 years,5–17 years,273,88.8,
Marin,2019,Age groups,5–17 years,5–17 years,104,27.2,
Mariposa,2019,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2019,Age groups,5–17 years,5–17 years,74,52.4,
Merced,2019,Age groups,5–17 years,5–17 years,507,85.9,
Modoc,2019,Age groups,5–17 years,5–17 years,11,,Rate not available due to statistical instability
Mono,2019,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2019,Age groups,5–17 years,5–17 years,489,57.6,
Napa,2019,Age groups,5–17 years,5–17 years,94,45.1,
Nevada,2019,Age groups,5–17 years,5–17 years,33,28.3,
Orange,2019,Age groups,5–17 years,5–17 years,"2,037",38.6,
Placer,2019,Age groups,5–17 years,5–17 years,224,41.4,
Plumas,2019,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2019,Age groups,5–17 years,5–17 years,"2,393",54.4,
Sacramento,2019,Age groups,5–17 years,5–17 years,"1,885",71.4,
San Benito,2019,Age groups,5–17 years,5–17 years,87,85.6,
San Bernardino,2019,Age groups,5–17 years,5–17 years,"2,723",63.9,
San Diego,2019,Age groups,5–17 years,5–17 years,"2,336",39,
San Francisco,2019,Age groups,5–17 years,5–17 years,468,49.4,
San Joaquin,2019,Age groups,5–17 years,5–17 years,"1,030",69.4,
San Luis Obispo,2019,Age groups,5–17 years,5–17 years,178,47.2,
San Mateo,2019,Age groups,5–17 years,5–17 years,339,28.8,
Santa Barbara,2019,Age groups,5–17 years,5–17 years,334,44.4,
Santa Clara,2019,Age groups,5–17 years,5–17 years,880,26.7,
Santa Cruz,2019,Age groups,5–17 years,5–17 years,159,34.8,
Shasta,2019,Age groups,5–17 years,5–17 years,120,43.5,
Sierra,2019,Age groups,5–17 years,5–17 years,0,0,
Siskiyou,2019,Age groups,5–17 years,5–17 years,27,42,
Solano,2019,Age groups,5–17 years,5–17 years,636,86.8,
Sonoma,2019,Age groups,5–17 years,5–17 years,290,41.7,
Stanislaus,2019,Age groups,5–17 years,5–17 years,801,74.4,
Sutter,2019,Age groups,5–17 years,5–17 years,62,34.4,
Tehama,2019,Age groups,5–17 years,5–17 years,76,69.3,
Trinity,2019,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2019,Age groups,5–17 years,5–17 years,579,54.3,
Tuolumne,2019,Age groups,5–17 years,5–17 years,46,74.8,
Ventura,2019,Age groups,5–17 years,5–17 years,631,44,
Yolo,2019,Age groups,5–17 years,5–17 years,161,41.1,
Yuba,2019,Age groups,5–17 years,5–17 years,62,39.4,
California,2019,Age groups,18–64 years,18–64 years,"93,474",38.1,
Alameda,2019,Age groups,18–64 years,18–64 years,"4,352",40.4,
Alpine,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Amador,2019,Age groups,18–64 years,18–64 years,101,48.3,
Butte,2019,Age groups,18–64 years,18–64 years,515,38,
Calaveras,2019,Age groups,18–64 years,18–64 years,120,53.9,
Colusa,2019,Age groups,18–64 years,18–64 years,51,38.1,
Contra Costa,2019,Age groups,18–64 years,18–64 years,"3,388",48.7,
Del Norte,2019,Age groups,18–64 years,18–64 years,76,51.9,
El Dorado,2019,Age groups,18–64 years,18–64 years,334,33.7,
Fresno,2019,Age groups,18–64 years,18–64 years,"2,632",43.8,
Glenn,2019,Age groups,18–64 years,18–64 years,52,28.5,
Humboldt,2019,Age groups,18–64 years,18–64 years,440,55.6,
Imperial,2019,Age groups,18–64 years,18–64 years,509,45.4,
Inyo,2019,Age groups,18–64 years,18–64 years,55,57,
Kern,2019,Age groups,18–64 years,18–64 years,"2,258",41.3,
Kings,2019,Age groups,18–64 years,18–64 years,349,40.1,
Lake,2019,Age groups,18–64 years,18–64 years,342,102.3,
Lassen,2019,Age groups,18–64 years,18–64 years,75,39.5,
Los Angeles,2019,Age groups,18–64 years,18–64 years,"25,878",39.9,
Madera,2019,Age groups,18–64 years,18–64 years,290,31.3,
Marin,2019,Age groups,18–64 years,18–64 years,299,20.5,
Mariposa,2019,Age groups,18–64 years,18–64 years,37,38,
Mendocino,2019,Age groups,18–64 years,18–64 years,325,66.3,
Merced,2019,Age groups,18–64 years,18–64 years,891,53.7,
Modoc,2019,Age groups,18–64 years,18–64 years,54,116.5,
Mono,2019,Age groups,18–64 years,18–64 years,30,40.7,
Monterey,2019,Age groups,18–64 years,18–64 years,844,31,
Napa,2019,Age groups,18–64 years,18–64 years,265,31.1,
Nevada,2019,Age groups,18–64 years,18–64 years,139,27.8,
Orange,2019,Age groups,18–64 years,18–64 years,"4,377",22,
Placer,2019,Age groups,18–64 years,18–64 years,583,25.8,
Plumas,2019,Age groups,18–64 years,18–64 years,65,66.5,
Riverside,2019,Age groups,18–64 years,18–64 years,"5,316",36.6,
Sacramento,2019,Age groups,18–64 years,18–64 years,"5,688",59.6,
San Benito,2019,Age groups,18–64 years,18–64 years,198,56.8,
San Bernardino,2019,Age groups,18–64 years,18–64 years,"6,503",48.2,
San Diego,2019,Age groups,18–64 years,18–64 years,"5,221",25.7,
San Francisco,2019,Age groups,18–64 years,18–64 years,"1,543",25.7,
San Joaquin,2019,Age groups,18–64 years,18–64 years,"2,552",55.9,
San Luis Obispo,2019,Age groups,18–64 years,18–64 years,420,27.2,
San Mateo,2019,Age groups,18–64 years,18–64 years,"1,144",23.5,
Santa Barbara,2019,Age groups,18–64 years,18–64 years,688,24.7,
Santa Clara,2019,Age groups,18–64 years,18–64 years,"2,734",22.1,
Santa Cruz,2019,Age groups,18–64 years,18–64 years,488,28.4,
Shasta,2019,Age groups,18–64 years,18–64 years,419,43.5,
Sierra,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2019,Age groups,18–64 years,18–64 years,98,44,
Solano,2019,Age groups,18–64 years,18–64 years,"1,789",67.2,
Sonoma,2019,Age groups,18–64 years,18–64 years,863,28.8,
Stanislaus,2019,Age groups,18–64 years,18–64 years,"1,632",48.9,
Sutter,2019,Age groups,18–64 years,18–64 years,147,24.8,
Tehama,2019,Age groups,18–64 years,18–64 years,164,47.1,
Trinity,2019,Age groups,18–64 years,18–64 years,28,41.9,
Tulare,2019,Age groups,18–64 years,18–64 years,930,33.3,
Tuolumne,2019,Age groups,18–64 years,18–64 years,102,37,
Ventura,2019,Age groups,18–64 years,18–64 years,"1,296",25.7,
Yolo,2019,Age groups,18–64 years,18–64 years,443,32.2,
Yuba,2019,Age groups,18–64 years,18–64 years,206,44.7,
California,2019,Age groups,65+ years,65+ years,"13,508",22.1,
Alameda,2019,Age groups,65+ years,65+ years,778,31.6,
Alpine,2019,Age groups,65+ years,65+ years,0,0,
Amador,2019,Age groups,65+ years,65+ years,25,24.5,
Butte,2019,Age groups,65+ years,65+ years,42,9,
Calaveras,2019,Age groups,65+ years,65+ years,15,10.6,
Colusa,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2019,Age groups,65+ years,65+ years,562,28.5,
Del Norte,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2019,Age groups,65+ years,65+ years,68,16.5,
Fresno,2019,Age groups,65+ years,65+ years,374,29.4,
Glenn,2019,Age groups,65+ years,65+ years,15,32.6,
Humboldt,2019,Age groups,65+ years,65+ years,45,16.3,
Imperial,2019,Age groups,65+ years,65+ years,68,27.2,
Inyo,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2019,Age groups,65+ years,65+ years,225,21,
Kings,2019,Age groups,65+ years,65+ years,28,15.7,
Lake,2019,Age groups,65+ years,65+ years,43,27.2,
Lassen,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2019,Age groups,65+ years,65+ years,"3,741",24.6,
Madera,2019,Age groups,65+ years,65+ years,50,21.5,
Marin,2019,Age groups,65+ years,65+ years,85,13.5,
Mariposa,2019,Age groups,65+ years,65+ years,15,28.7,
Mendocino,2019,Age groups,65+ years,65+ years,40,19.2,
Merced,2019,Age groups,65+ years,65+ years,71,21.6,
Modoc,2019,Age groups,65+ years,65+ years,0,0,
Mono,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2019,Age groups,65+ years,65+ years,109,17,
Napa,2019,Age groups,65+ years,65+ years,83,30.3,
Nevada,2019,Age groups,65+ years,65+ years,24,8.2,
Orange,2019,Age groups,65+ years,65+ years,852,17.1,
Placer,2019,Age groups,65+ years,65+ years,113,13.7,
Plumas,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2019,Age groups,65+ years,65+ years,581,15.2,
Sacramento,2019,Age groups,65+ years,65+ years,627,27.6,
San Benito,2019,Age groups,65+ years,65+ years,27,32.2,
San Bernardino,2019,Age groups,65+ years,65+ years,653,24.5,
San Diego,2019,Age groups,65+ years,65+ years,902,17.6,
San Francisco,2019,Age groups,65+ years,65+ years,318,20.7,
San Joaquin,2019,Age groups,65+ years,65+ years,313,30.5,
San Luis Obispo,2019,Age groups,65+ years,65+ years,102,16.4,
San Mateo,2019,Age groups,65+ years,65+ years,296,21.6,
Santa Barbara,2019,Age groups,65+ years,65+ years,121,17.1,
Santa Clara,2019,Age groups,65+ years,65+ years,578,19.7,
Santa Cruz,2019,Age groups,65+ years,65+ years,85,18.7,
Shasta,2019,Age groups,65+ years,65+ years,44,11.5,
Sierra,2019,Age groups,65+ years,65+ years,0,0,
Siskiyou,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2019,Age groups,65+ years,65+ years,272,36.1,
Sonoma,2019,Age groups,65+ years,65+ years,215,20.8,
Stanislaus,2019,Age groups,65+ years,65+ years,184,23.7,
Sutter,2019,Age groups,65+ years,65+ years,29,18.6,
Tehama,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2019,Age groups,65+ years,65+ years,112,19.6,
Tuolumne,2019,Age groups,65+ years,65+ years,21,13.7,
Ventura,2019,Age groups,65+ years,65+ years,209,15.1,
Yolo,2019,Age groups,65+ years,65+ years,76,26.7,
Yuba,2019,Age groups,65+ years,65+ years,27,26.8,
California,2019,Race/ethnicity,White,All ages,"40,733",30.1,
Alameda,2019,Race/ethnicity,White,All ages,"1,132",21.5,
Alpine,2019,Race/ethnicity,White,All ages,0,0,
Amador,2019,Race/ethnicity,White,All ages,141,56.9,
Butte,2019,Race/ethnicity,White,All ages,502,36.4,
Calaveras,2019,Race/ethnicity,White,All ages,155,58,
Colusa,2019,Race/ethnicity,White,All ages,28,46.3,
Contra Costa,2019,Race/ethnicity,White,All ages,"1,371",29.1,
Del Norte,2019,Race/ethnicity,White,All ages,74,57.9,
El Dorado,2019,Race/ethnicity,White,All ages,422,37.4,
Fresno,2019,Race/ethnicity,White,All ages,"1,132",43.8,
